Serial No.,Student ID,Credits,CGPA,Course Difficulty,PASS/FAIL
1858,1858,5,0,5.0,0
1859,1859,2,1,2.0,0
1860,1860,1,5,4.0,1
1861,1861,1,4,2.5,1
1862,1862,4,5,4.0,0
1863,1863,3,2,1.5,0
1864,1864,3,1,4.5,0
1865,1865,2,6,5.0,0
1866,1866,2,4,2.0,1
1867,1867,3,0,3.0,0
1868,1868,3,8,0.0,1
1869,1869,2,10,2.0,1
1870,1870,3,10,1.5,1
1871,1871,5,9,5.0,1
1872,1872,4,0,4.0,0
1873,1873,4,1,7.0,0
1874,1874,1,8,1.0,1
1875,1875,5,0,2.0,0
1876,1876,1,0,2.5,0
1877,1877,1,7,-0.5,1
1878,1878,3,8,1.5,1
1879,1879,3,7,1.5,1
1880,1880,5,4,2.0,1
1881,1881,1,3,-0.5,1
1882,1882,1,2,1.0,1
1883,1883,4,7,4.0,1
1884,1884,4,10,4.0,1
1885,1885,4,10,4.0,1
1886,1886,2,0,3.5,0
1887,1887,3,7,3.0,1
1888,1888,2,8,5.0,0
1889,1889,5,3,8.0,0
1890,1890,3,5,4.5,0
1891,1891,3,6,1.5,1
1892,1892,3,0,3.0,0
1893,1893,1,8,2.5,1
1894,1894,2,2,0.5,1
1895,1895,4,10,4.0,1
1896,1896,3,7,3.0,1
1897,1897,4,10,4.0,1
1898,1898,1,9,-2.0,1
1899,1899,3,2,3.0,0
1900,1900,3,5,3.0,1
1901,1901,1,0,-2.0,1
1902,1902,2,9,3.5,1
1903,1903,5,8,5.0,0
1904,1904,5,8,5.0,1
1905,1905,3,7,3.0,1
1906,1906,2,0,-1.0,1
1907,1907,1,3,1.0,1
1908,1908,3,1,4.5,0
1909,1909,3,6,3.0,1
1910,1910,5,5,3.5,0
1911,1911,2,3,-1.0,1
1912,1912,2,3,5.0,0
1913,1913,3,2,4.5,0
1914,1914,1,3,2.5,0
1915,1915,5,6,5.0,0
1916,1916,3,9,1.5,1
1917,1917,5,5,2.0,1
1918,1918,3,7,3.0,1
1919,1919,5,6,5.0,0
1920,1920,3,9,3.0,1
1921,1921,4,10,2.5,1
1922,1922,5,9,5.0,1
1923,1923,2,7,2.0,1
1924,1924,5,4,8.0,0
1925,1925,3,7,3.0,1
1926,1926,4,7,5.5,0
1927,1927,5,9,6.5,0
1928,1928,5,7,6.5,0
1929,1929,4,5,4.0,1
1930,1930,1,10,-0.5,1
1931,1931,5,3,3.5,0
1932,1932,3,3,6.0,0
1933,1933,5,8,5.0,0
1934,1934,4,3,5.5,0
1935,1935,5,9,8.0,0
1936,1936,4,0,5.5,0
1937,1937,1,1,2.5,0
1938,1938,5,7,5.0,0
1939,1939,2,1,0.5,1
1940,1940,5,5,6.5,0
1941,1941,4,9,7.0,0
1942,1942,5,7,3.5,1
1943,1943,3,3,6.0,0
1944,1944,4,5,4.0,0
1945,1945,5,7,6.5,0
1946,1946,4,7,5.5,0
1947,1947,4,2,2.5,0
1948,1948,5,6,3.5,1
1949,1949,3,0,6.0,0
1950,1950,1,10,-2.0,1
1951,1951,5,2,5.0,0
1952,1952,4,7,1.0,1
1953,1953,2,10,3.5,1
1954,1954,1,1,2.5,0
1955,1955,2,9,0.5,1
1956,1956,3,2,3.0,0
1957,1957,3,5,4.5,0
1958,1958,4,3,4.0,0
1959,1959,2,4,5.0,0
1960,1960,2,10,0.5,1
1961,1961,4,0,5.5,0
1962,1962,1,10,1.0,1
1963,1963,5,7,6.5,0
1964,1964,2,9,2.0,1
1965,1965,3,7,0.0,1
1966,1966,4,9,7.0,0
1967,1967,2,7,-1.0,1
1968,1968,1,1,-0.5,1
1969,1969,1,9,-0.5,1
1970,1970,1,7,2.5,1
1971,1971,5,0,8.0,0
1972,1972,1,9,2.5,1
1973,1973,1,6,2.5,1
1974,1974,4,0,4.0,0
1975,1975,1,8,-0.5,1
1976,1976,3,2,3.0,0
1977,1977,1,3,2.5,1
1978,1978,3,6,3.0,1
1979,1979,3,0,3.0,0
1980,1980,2,2,3.5,0
1981,1981,3,10,4.5,1
1982,1982,2,7,0.5,1
1983,1983,1,7,1.0,1
1984,1984,2,4,0.5,1
1985,1985,2,9,5.0,1
1986,1986,3,7,3.0,1
1987,1987,1,6,1.0,1
1988,1988,3,0,1.5,1
1989,1989,4,6,5.5,0
1990,1990,4,5,2.5,1
1991,1991,5,2,6.5,0
1992,1992,3,7,0.0,1
1993,1993,1,6,-0.5,1
1994,1994,5,1,5.0,0
1995,1995,2,4,2.0,1
1996,1996,4,8,2.5,1
1997,1997,1,6,2.5,1
1998,1998,3,7,3.0,1
1999,1999,3,9,4.5,1
2000,2000,5,4,6.5,0
2001,2001,3,5,3.0,1
2002,2002,4,5,1.0,1
2003,2003,4,5,7.0,0
2004,2004,5,5,5.0,0
2005,2005,2,9,5.0,0
2006,2006,1,0,-2.0,1
2007,2007,3,3,1.5,1
2008,2008,4,7,5.5,0
2009,2009,2,10,3.5,1
2010,2010,1,0,1.0,0
2011,2011,4,6,7.0,0
2012,2012,2,8,2.0,1
2013,2013,5,2,3.5,0
2014,2014,3,5,3.0,1
2015,2015,3,2,4.5,0
2016,2016,4,6,7.0,0
2017,2017,3,9,3.0,1
2018,2018,1,9,-0.5,1
2019,2019,5,9,2.0,1
2020,2020,5,5,5.0,0
2021,2021,5,2,6.5,0
2022,2022,5,4,5.0,0
2023,2023,4,4,2.5,0
2024,2024,4,4,4.0,0
2025,2025,1,4,-2.0,1
2026,2026,1,10,-0.5,1
2027,2027,2,0,2.0,0
2028,2028,1,0,1.0,0
2029,2029,4,6,4.0,0
2030,2030,3,9,3.0,1
2031,2031,3,10,3.0,1
2032,2032,2,0,2.0,0
2033,2033,2,7,0.5,1
2034,2034,5,7,8.0,0
2035,2035,2,2,3.5,0
2036,2036,2,9,2.0,1
2037,2037,3,4,3.0,0
2038,2038,1,7,1.0,1
2039,2039,1,3,4.0,0
2040,2040,2,1,-1.0,1
2041,2041,1,5,-2.0,1
2042,2042,4,4,4.0,0
2043,2043,1,9,-2.0,1
2044,2044,3,1,0.0,1
2045,2045,2,6,2.0,1
2046,2046,1,0,1.0,0
2047,2047,2,1,2.0,0
2048,2048,3,6,4.5,1
2049,2049,2,2,3.5,0
2050,2050,1,1,2.5,0
2051,2051,3,0,6.0,0
2052,2052,4,4,4.0,0
2053,2053,5,0,8.0,0
2054,2054,2,9,2.0,1
2055,2055,4,2,2.5,0
2056,2056,1,1,2.5,0
2057,2057,2,5,3.5,0
2058,2058,5,6,6.5,0
2059,2059,5,4,3.5,0
2060,2060,1,4,2.5,0
2061,2061,3,3,1.5,1
2062,2062,4,7,2.5,1
2063,2063,1,2,1.0,1
2064,2064,5,8,6.5,0
2065,2065,4,5,2.5,1
2066,2066,5,9,6.5,0
2067,2067,5,1,5.0,0
2068,2068,4,10,7.0,0
2069,2069,4,7,4.0,1
2070,2070,4,1,4.0,0
2071,2071,3,5,1.5,1
2072,2072,4,8,4.0,1
2073,2073,4,7,4.0,1
2074,2074,4,5,2.5,1
2075,2075,4,10,5.5,1
2076,2076,3,8,3.0,1
2077,2077,3,5,4.5,0
2078,2078,5,0,6.5,0
2079,2079,1,2,1.0,1
2080,2080,5,2,5.0,0
2081,2081,2,9,5.0,1
2082,2082,3,0,6.0,0
2083,2083,5,1,3.5,0
2084,2084,5,4,6.5,0
2085,2085,1,0,1.0,0
2086,2086,1,8,-2.0,1
2087,2087,3,1,3.0,0
2088,2088,3,5,1.5,1
2089,2089,5,5,5.0,0
2090,2090,4,2,4.0,0
2091,2091,3,9,4.5,1
2092,2092,2,4,3.5,0
2093,2093,2,5,3.5,0
2094,2094,4,0,4.0,0
2095,2095,5,4,5.0,0
2096,2096,4,4,1.0,1
2097,2097,5,7,5.0,0
2098,2098,2,2,3.5,0
2099,2099,1,7,-0.5,1
2100,2100,4,7,2.5,1
2101,2101,4,4,4.0,0
2102,2102,2,8,5.0,0
2103,2103,1,2,1.0,1
2104,2104,1,0,-0.5,1
2105,2105,2,6,-1.0,1
2106,2106,2,5,2.0,1
2107,2107,2,5,3.5,0
2108,2108,5,1,3.5,0
2109,2109,2,1,0.5,1
2110,2110,4,6,4.0,0
2111,2111,3,2,0.0,1
2112,2112,4,2,2.5,1
2113,2113,3,8,4.5,0
2114,2114,5,3,5.0,0
2115,2115,5,5,6.5,0
2116,2116,1,1,1.0,1
2117,2117,3,8,0.0,1
2118,2118,1,6,-0.5,1
2119,2119,4,2,5.5,0
2120,2120,2,10,-1.0,1
2121,2121,2,1,3.5,0
2122,2122,3,6,3.0,1
2123,2123,4,3,4.0,0
2124,2124,4,8,4.0,1
2125,2125,1,5,2.5,1
2126,2126,5,9,3.5,1
2127,2127,5,7,5.0,0
2128,2128,2,10,-1.0,1
2129,2129,4,10,4.0,1
2130,2130,5,0,2.0,0
2131,2131,1,9,-0.5,1
2132,2132,3,2,4.5,0
2133,2133,2,7,5.0,1
2134,2134,3,5,4.5,0
2135,2135,2,10,2.0,1
2136,2136,3,0,1.5,0
2137,2137,4,6,4.0,0
2138,2138,5,0,3.5,0
2139,2139,5,0,3.5,0
2140,2140,5,5,3.5,1
2141,2141,2,4,5.0,0
2142,2142,5,4,5.0,0
2143,2143,1,10,2.5,1
2144,2144,3,6,0.0,1
2145,2145,4,5,2.5,1
2146,2146,5,10,5.0,1
2147,2147,3,9,4.5,1
2148,2148,4,7,7.0,0
2149,2149,1,10,-2.0,1
2150,2150,2,7,2.0,1
2151,2151,1,2,1.0,1
2152,2152,4,8,5.5,0
2153,2153,5,8,5.0,0
2154,2154,3,3,1.5,1
2155,2155,5,0,3.5,0
2156,2156,1,10,1.0,1
2157,2157,2,2,0.5,1
2158,2158,3,1,6.0,0
2159,2159,5,4,2.0,1
2160,2160,1,2,-0.5,1
2161,2161,1,8,-0.5,1
2162,2162,5,4,5.0,0
2163,2163,4,4,4.0,0
2164,2164,3,10,3.0,1
2165,2165,1,0,2.5,0
2166,2166,1,6,4.0,0
2167,2167,5,7,2.0,1
2168,2168,1,8,1.0,1
2169,2169,3,8,1.5,1
2170,2170,5,3,5.0,0
2171,2171,2,1,3.5,0
2172,2172,3,8,1.5,1
2173,2173,1,0,-0.5,1
2174,2174,3,2,3.0,0
2175,2175,2,2,5.0,0
2176,2176,5,9,3.5,1
2177,2177,2,0,2.0,0
2178,2178,1,2,-0.5,1
2179,2179,3,9,3.0,1
2180,2180,3,1,6.0,0
2181,2181,5,3,6.5,0
2182,2182,4,10,4.0,1
2183,2183,5,6,3.5,1
2184,2184,5,6,6.5,0
2185,2185,2,10,-1.0,1
2186,2186,3,5,3.0,0
2187,2187,4,7,5.5,0
2188,2188,3,6,3.0,1
2189,2189,4,2,5.5,0
2190,2190,4,5,5.5,0
2191,2191,3,7,1.5,1
2192,2192,3,2,4.5,0
2193,2193,2,0,2.0,0
2194,2194,4,1,5.5,0
2195,2195,1,7,2.5,1
2196,2196,2,7,0.5,1
2197,2197,1,4,2.5,0
2198,2198,3,10,1.5,1
2199,2199,3,1,3.0,0
2200,2200,3,4,3.0,0
2201,2201,1,7,2.5,1
2202,2202,3,5,3.0,1
2203,2203,3,4,3.0,1
2204,2204,1,3,-2.0,1
2205,2205,5,5,3.5,1
2206,2206,2,5,2.0,1
2207,2207,4,2,5.5,0
2208,2208,4,5,5.5,0
2209,2209,5,5,6.5,0
2210,2210,4,8,2.5,1
2211,2211,3,3,6.0,0
2212,2212,5,1,6.5,0
2213,2213,2,6,2.0,1
2214,2214,3,4,4.5,0
2215,2215,4,0,2.5,0
2216,2216,4,2,5.5,0
2217,2217,3,4,4.5,0
2218,2218,1,1,-0.5,1
2219,2219,3,9,3.0,1
2220,2220,5,9,5.0,1
2221,2221,2,1,2.0,0
2222,2222,1,5,-2.0,1
2223,2223,2,6,3.5,1
2224,2224,1,6,-0.5,1
2225,2225,1,7,1.0,1
2226,2226,4,2,4.0,0
2227,2227,2,3,2.0,0
2228,2228,4,7,5.5,0
2229,2229,1,1,1.0,0
2230,2230,4,3,7.0,0
2231,2231,2,8,2.0,1
2232,2232,4,9,4.0,1
2233,2233,5,5,6.5,0
2234,2234,4,5,2.5,1
2235,2235,2,3,2.0,0
2236,2236,2,2,2.0,0
2237,2237,5,9,5.0,1
2238,2238,5,5,8.0,0
2239,2239,1,2,-0.5,1
2240,2240,1,8,1.0,1
2241,2241,3,3,4.5,0
2242,2242,5,1,8.0,0
2243,2243,2,9,0.5,1
2244,2244,3,0,6.0,0
2245,2245,2,6,3.5,0
2246,2246,3,10,4.5,1
2247,2247,2,2,2.0,1
2248,2248,4,9,4.0,1
2249,2249,5,10,3.5,1
2250,2250,3,8,6.0,0
2251,2251,1,3,-0.5,1
2252,2252,4,6,4.0,0
2253,2253,1,0,1.0,1
2254,2254,5,4,3.5,0
2255,2255,3,0,3.0,0
2256,2256,4,10,4.0,1
2257,2257,4,8,7.0,0
2258,2258,3,9,3.0,1
2259,2259,5,9,8.0,0
2260,2260,5,2,5.0,0
2261,2261,3,2,0.0,1
2262,2262,3,8,4.5,1
2263,2263,4,10,4.0,1
2264,2264,2,2,2.0,0
2265,2265,2,2,2.0,0
2266,2266,2,6,3.5,0
2267,2267,2,9,2.0,1
2268,2268,5,8,8.0,0
2269,2269,3,9,4.5,1
2270,2270,1,1,1.0,1
2271,2271,4,8,1.0,1
2272,2272,4,2,1.0,1
2273,2273,4,2,7.0,0
2274,2274,1,3,-0.5,1
2275,2275,3,3,4.5,0
2276,2276,2,8,3.5,1
2277,2277,5,8,6.5,0
2278,2278,3,9,1.5,1
2279,2279,1,3,1.0,1
2280,2280,5,2,5.0,0
2281,2281,4,10,1.0,1
2282,2282,5,9,3.5,1
2283,2283,4,3,4.0,0
2284,2284,4,10,5.5,1
2285,2285,1,0,4.0,0
2286,2286,4,3,4.0,0
2287,2287,2,10,3.5,1
2288,2288,5,0,8.0,0
2289,2289,1,8,-2.0,1
2290,2290,1,10,2.5,1
2291,2291,3,7,0.0,1
2292,2292,3,3,3.0,0
2293,2293,1,6,4.0,1
2294,2294,3,1,4.5,0
2295,2295,2,2,2.0,1
2296,2296,1,9,-2.0,1
2297,2297,4,4,4.0,0
2298,2298,3,10,4.5,1
2299,2299,1,5,4.0,0
2300,2300,3,7,0.0,1
2301,2301,2,9,3.5,1
2302,2302,1,3,-2.0,1
2303,2303,3,5,6.0,0
2304,2304,2,9,3.5,1
2305,2305,2,4,2.0,1
2306,2306,3,5,1.5,1
2307,2307,3,8,4.5,0
2308,2308,2,0,2.0,0
2309,2309,5,3,2.0,0
2310,2310,1,9,1.0,1
2311,2311,1,10,2.5,1
2312,2312,1,6,1.0,1
2313,2313,5,1,5.0,0
2314,2314,5,4,8.0,0
2315,2315,5,8,5.0,0
2316,2316,1,9,-2.0,1
2317,2317,3,2,0.0,1
2318,2318,3,4,0.0,1
2319,2319,2,0,2.0,0
2320,2320,1,8,2.5,1
2321,2321,5,6,8.0,0
2322,2322,5,4,2.0,1
2323,2323,2,7,3.5,1
2324,2324,1,9,1.0,1
2325,2325,2,2,3.5,0
2326,2326,4,4,4.0,0
2327,2327,3,6,4.5,0
2328,2328,5,4,6.5,0
2329,2329,2,5,3.5,0
2330,2330,2,7,5.0,1
2331,2331,1,1,1.0,1
2332,2332,2,6,2.0,1
2333,2333,3,1,6.0,0
2334,2334,5,10,3.5,1
2335,2335,3,4,1.5,1
2336,2336,5,2,3.5,0
2337,2337,2,9,5.0,0
2338,2338,2,5,2.0,1
2339,2339,5,2,5.0,0
2340,2340,4,1,5.5,0
2341,2341,3,4,3.0,0
2342,2342,1,6,1.0,1
2343,2343,4,10,4.0,1
2344,2344,1,0,2.5,0
2345,2345,3,10,1.5,1
2346,2346,4,8,2.5,1
2347,2347,5,3,6.5,0
2348,2348,4,7,4.0,1
2349,2349,4,5,2.5,1
2350,2350,1,0,-0.5,1
2351,2351,4,4,2.5,0
2352,2352,2,4,2.0,1
2353,2353,1,9,-2.0,1
2354,2354,1,7,-0.5,1
2355,2355,1,9,2.5,1
2356,2356,1,2,1.0,1
2357,2357,2,6,2.0,1
2358,2358,4,9,5.5,0
2359,2359,1,0,1.0,0
2360,2360,5,5,2.0,1
2361,2361,1,0,1.0,1
2362,2362,3,8,1.5,1
2363,2363,5,9,5.0,1
2364,2364,5,8,3.5,1
2365,2365,3,10,3.0,1
2366,2366,4,5,1.0,1
2367,2367,3,5,3.0,0
2368,2368,1,10,1.0,1
2369,2369,4,6,5.5,0
2370,2370,5,2,8.0,0
2371,2371,5,6,6.5,0
2372,2372,5,9,5.0,1
2373,2373,1,3,4.0,0
2374,2374,4,0,2.5,0
2375,2375,1,5,-0.5,1
2376,2376,4,9,5.5,0
2377,2377,2,9,0.5,1
2378,2378,2,1,3.5,0
2379,2379,5,9,6.5,0
2380,2380,1,5,-2.0,1
2381,2381,3,7,3.0,1
2382,2382,5,6,6.5,0
2383,2383,4,4,4.0,0
2384,2384,4,10,4.0,1
2385,2385,1,10,1.0,1
2386,2386,5,1,8.0,0
2387,2387,2,6,2.0,1
2388,2388,2,6,3.5,0
2389,2389,5,0,5.0,0
2390,2390,2,4,2.0,1
2391,2391,1,6,-0.5,1
2392,2392,5,1,3.5,0
2393,2393,2,10,2.0,1
2394,2394,2,6,2.0,1
2395,2395,5,6,3.5,1
2396,2396,1,7,2.5,1
2397,2397,1,6,2.5,1
2398,2398,3,5,6.0,0
2399,2399,3,4,1.5,1
2400,2400,2,4,-1.0,1
2401,2401,2,9,5.0,0
2402,2402,3,3,3.0,1
2403,2403,3,1,1.5,1
2404,2404,1,8,-0.5,1
2405,2405,3,10,6.0,1
2406,2406,1,6,-0.5,1
2407,2407,5,3,6.5,0
2408,2408,1,4,1.0,1
2409,2409,4,9,2.5,1
2410,2410,5,0,5.0,0
2411,2411,4,4,4.0,0
2412,2412,5,8,3.5,1
2413,2413,1,10,1.0,1
2414,2414,2,9,-1.0,1
2415,2415,2,10,0.5,1
2416,2416,5,6,5.0,0
2417,2417,4,5,4.0,1
2418,2418,5,3,3.5,0
2419,2419,3,0,1.5,0
2420,2420,3,6,0.0,1
2421,2421,1,0,2.5,0
2422,2422,1,9,-0.5,1
2423,2423,4,3,2.5,0
2424,2424,2,3,2.0,1
2425,2425,5,3,8.0,0
2426,2426,4,1,4.0,0
2427,2427,1,7,1.0,1
2428,2428,3,4,1.5,1
2429,2429,4,2,7.0,0
2430,2430,1,9,1.0,1
2431,2431,4,7,2.5,1
2432,2432,4,5,4.0,0
2433,2433,1,3,-0.5,1
2434,2434,2,10,3.5,1
2435,2435,3,7,0.0,1
2436,2436,4,10,4.0,1
2437,2437,3,9,1.5,1
2438,2438,5,7,3.5,1
2439,2439,3,10,3.0,1
2440,2440,2,7,3.5,1
2441,2441,4,3,4.0,0
2442,2442,5,9,5.0,0
2443,2443,4,1,2.5,0
2444,2444,3,4,0.0,1
2445,2445,1,2,2.5,0
2446,2446,1,10,1.0,1
2447,2447,5,9,5.0,1
2448,2448,4,10,2.5,1
2449,2449,4,5,2.5,1
2450,2450,5,8,6.5,0
2451,2451,5,10,5.0,1
2452,2452,5,7,5.0,0
2453,2453,5,0,3.5,0
2454,2454,3,5,1.5,1
2455,2455,2,9,0.5,1
2456,2456,1,5,1.0,1
2457,2457,4,5,4.0,0
2458,2458,4,4,2.5,1
2459,2459,3,5,3.0,1
2460,2460,5,3,3.5,0
2461,2461,5,2,5.0,0
2462,2462,5,9,3.5,1
2463,2463,5,7,5.0,1
2464,2464,5,3,5.0,0
2465,2465,5,6,6.5,0
2466,2466,5,0,2.0,0
2467,2467,4,1,5.5,0
2468,2468,4,1,4.0,0
2469,2469,1,0,1.0,0
2470,2470,2,9,0.5,1
2471,2471,2,7,-1.0,1
2472,2472,4,4,4.0,0
2473,2473,1,10,1.0,1
2474,2474,3,4,1.5,1
2475,2475,5,0,5.0,0
2476,2476,5,4,8.0,0
2477,2477,5,10,5.0,1
2478,2478,3,10,3.0,1
2479,2479,5,7,5.0,0
2480,2480,3,2,1.5,1
2481,2481,4,2,1.0,1
2482,2482,3,9,3.0,1
2483,2483,4,6,2.5,1
2484,2484,5,3,5.0,0
2485,2485,2,3,3.5,0
2486,2486,5,7,3.5,1
2487,2487,3,7,3.0,1
2488,2488,3,3,0.0,1
2489,2489,5,2,2.0,1
2490,2490,3,1,1.5,0
2491,2491,2,6,-1.0,1
2492,2492,1,2,4.0,0
2493,2493,3,3,1.5,1
2494,2494,1,6,-0.5,1
2495,2495,1,1,4.0,0
2496,2496,1,3,1.0,1
2497,2497,2,2,2.0,0
2498,2498,2,5,2.0,1
2499,2499,2,3,5.0,0
2500,2500,5,1,8.0,0
2501,2501,3,1,4.5,0
2502,2502,1,4,-0.5,1
2503,2503,2,2,0.5,1
2504,2504,5,7,2.0,1
2505,2505,2,3,-1.0,1
2506,2506,2,2,2.0,0
2507,2507,1,8,1.0,1
2508,2508,3,0,1.5,1
2509,2509,2,7,2.0,1
2510,2510,4,6,5.5,0
2511,2511,1,8,-2.0,1
2512,2512,3,6,4.5,1
2513,2513,3,6,6.0,0
2514,2514,5,3,6.5,0
2515,2515,5,4,3.5,1
2516,2516,3,6,0.0,1
2517,2517,3,10,3.0,1
2518,2518,4,9,5.5,0
2519,2519,2,4,5.0,0
2520,2520,1,4,-0.5,1
2521,2521,3,9,6.0,1
2522,2522,1,2,-0.5,1
2523,2523,1,8,-0.5,1
2524,2524,1,2,-0.5,1
2525,2525,3,10,1.5,1
2526,2526,3,4,1.5,1
2527,2527,3,7,3.0,1
2528,2528,2,5,0.5,1
2529,2529,4,6,4.0,0
2530,2530,2,0,2.0,0
2531,2531,4,2,4.0,0
2532,2532,1,1,-0.5,1
2533,2533,1,5,2.5,1
2534,2534,2,3,2.0,0
2535,2535,3,9,6.0,1
2536,2536,5,7,5.0,0
2537,2537,3,5,4.5,0
2538,2538,1,3,4.0,0
2539,2539,3,1,3.0,0
2540,2540,5,7,6.5,0
2541,2541,1,6,4.0,0
2542,2542,1,10,4.0,1
2543,2543,5,4,3.5,1
2544,2544,2,0,-1.0,1
2545,2545,4,3,7.0,0
2546,2546,1,6,1.0,1
2547,2547,1,1,-0.5,1
2548,2548,4,5,5.5,0
2549,2549,4,4,5.5,0
2550,2550,2,5,3.5,1
2551,2551,4,8,4.0,1
2552,2552,4,7,2.5,1
2553,2553,3,2,0.0,1
2554,2554,5,2,5.0,0
2555,2555,3,9,0.0,1
2556,2556,3,4,1.5,1
2557,2557,1,3,4.0,0
2558,2558,2,4,-1.0,1
2559,2559,5,7,5.0,1
2560,2560,2,3,3.5,0
2561,2561,5,1,5.0,0
2562,2562,2,3,2.0,1
2563,2563,5,10,6.5,1
2564,2564,3,1,1.5,0
2565,2565,1,10,2.5,1
2566,2566,1,5,-0.5,1
2567,2567,3,6,4.5,0
2568,2568,2,1,0.5,1
2569,2569,5,3,6.5,0
2570,2570,2,2,2.0,0
2571,2571,3,9,1.5,1
2572,2572,2,0,2.0,0
2573,2573,4,8,2.5,1
2574,2574,1,5,1.0,1
2575,2575,4,7,1.0,1
2576,2576,2,0,0.5,0
2577,2577,2,6,2.0,1
2578,2578,3,0,1.5,0
2579,2579,5,9,6.5,0
2580,2580,5,4,6.5,0
2581,2581,3,0,6.0,0
2582,2582,1,2,-2.0,1
2583,2583,2,10,3.5,1
2584,2584,2,8,5.0,0
2585,2585,5,7,3.5,1
2586,2586,3,9,3.0,1
2587,2587,2,9,0.5,1
2588,2588,4,5,2.5,1
2589,2589,4,10,2.5,1
2590,2590,5,1,5.0,0
2591,2591,1,7,4.0,1
2592,2592,1,7,-0.5,1
2593,2593,2,8,5.0,1
2594,2594,5,3,5.0,0
2595,2595,3,9,4.5,1
2596,2596,2,6,3.5,1
2597,2597,3,1,1.5,0
2598,2598,4,0,5.5,0
2599,2599,5,6,5.0,0
2600,2600,4,5,7.0,0
2601,2601,2,6,-1.0,1
2602,2602,5,10,8.0,0
2603,2603,1,4,2.5,1
2604,2604,1,5,2.5,1
2605,2605,1,3,1.0,1
2606,2606,2,2,2.0,0
2607,2607,1,9,-0.5,1
2608,2608,2,10,3.5,1
2609,2609,5,7,3.5,1
2610,2610,4,9,1.0,1
2611,2611,1,3,2.5,0
2612,2612,2,4,2.0,1
2613,2613,4,4,7.0,0
2614,2614,2,10,3.5,1
2615,2615,3,7,0.0,1
2616,2616,2,6,2.0,1
2617,2617,5,4,3.5,0
2618,2618,2,6,-1.0,1
2619,2619,4,0,5.5,0
2620,2620,4,2,5.5,0
2621,2621,4,2,4.0,0
2622,2622,3,9,4.5,1
2623,2623,5,0,2.0,0
2624,2624,5,10,8.0,0
2625,2625,5,3,5.0,0
2626,2626,2,10,3.5,1
2627,2627,4,3,5.5,0
2628,2628,4,6,4.0,0
2629,2629,5,8,8.0,0
2630,2630,1,2,1.0,1
2631,2631,3,9,4.5,1
2632,2632,2,9,5.0,1
2633,2633,2,5,2.0,1
2634,2634,2,2,0.5,1
2635,2635,4,2,4.0,0
2636,2636,5,4,8.0,0
2637,2637,5,3,5.0,0
2638,2638,5,1,3.5,0
2639,2639,3,1,3.0,0
2640,2640,2,8,3.5,1
2641,2641,2,0,0.5,1
2642,2642,5,0,5.0,0
2643,2643,4,0,2.5,0
2644,2644,2,1,-1.0,1
2645,2645,3,10,4.5,1
2646,2646,3,6,1.5,1
2647,2647,1,1,4.0,0
2648,2648,5,9,5.0,1
2649,2649,5,4,6.5,0
2650,2650,1,10,2.5,1
2651,2651,2,0,0.5,1
2652,2652,5,6,5.0,0
2653,2653,1,3,1.0,1
2654,2654,3,7,0.0,1
2655,2655,2,9,2.0,1
2656,2656,4,5,4.0,0
2657,2657,1,10,1.0,1
2658,2658,4,10,1.0,1
2659,2659,4,9,2.5,1
2660,2660,1,0,2.5,0
2661,2661,1,2,-2.0,1
2662,2662,5,10,6.5,0
2663,2663,1,5,-2.0,1
2664,2664,3,3,1.5,1
2665,2665,1,0,1.0,1
2666,2666,2,8,0.5,1
2667,2667,5,8,3.5,1
2668,2668,3,10,3.0,1
2669,2669,3,0,3.0,0
2670,2670,3,10,1.5,1
2671,2671,2,7,3.5,1
2672,2672,1,6,1.0,1
2673,2673,1,10,2.5,1
2674,2674,5,4,5.0,0
2675,2675,4,1,5.5,0
2676,2676,5,0,8.0,0
2677,2677,4,9,4.0,1
2678,2678,4,3,5.5,0
2679,2679,5,7,6.5,0
2680,2680,2,6,0.5,1
2681,2681,1,6,2.5,1
2682,2682,5,2,5.0,0
2683,2683,2,10,2.0,1
2684,2684,5,4,5.0,0
2685,2685,4,6,4.0,1
2686,2686,3,7,3.0,1
2687,2687,4,9,2.5,1
2688,2688,4,2,2.5,1
2689,2689,2,8,2.0,1
2690,2690,2,10,5.0,1
2691,2691,5,5,8.0,0
2692,2692,3,6,4.5,0
2693,2693,5,0,5.0,0
2694,2694,4,9,4.0,1
2695,2695,2,8,3.5,1
2696,2696,2,4,2.0,1
2697,2697,3,9,4.5,1
2698,2698,3,10,4.5,1
2699,2699,1,1,-0.5,1
2700,2700,3,9,1.5,1
2701,2701,2,7,0.5,1
2702,2702,4,2,4.0,0
2703,2703,1,3,2.5,1
2704,2704,2,0,3.5,0
2705,2705,3,8,4.5,1
2706,2706,1,5,-0.5,1
2707,2707,2,0,-1.0,1
2708,2708,2,7,2.0,1
2709,2709,4,9,4.0,1
2710,2710,2,9,2.0,1
2711,2711,4,1,2.5,0
2712,2712,4,2,7.0,0
2713,2713,1,3,-2.0,1
2714,2714,5,0,6.5,0
2715,2715,4,1,5.5,0
2716,2716,2,1,2.0,0
2717,2717,4,1,4.0,0
2718,2718,5,5,6.5,0
2719,2719,1,1,4.0,0
2720,2720,2,8,3.5,1
2721,2721,4,4,5.5,0
2722,2722,4,9,7.0,0
2723,2723,1,1,1.0,1
2724,2724,2,3,5.0,0
